KAYNAK,Trend Başlık,Arama Hacmi,Ne Zaman Başladı,ID,Hashtag,Count,Trend,Tag,Channels / Keywords,video,tag
google_trends_168.csv,bahçelievler belediyesi,1 B+,evvelsi gün,,,,,,,,
google_trends_168.csv,a haber canlı,200+,6 saat önce,,,,,,,,
google_trends_168.csv,porto,1 B+,evvelsi gün,,,,,,,,
google_trends_168.csv,kocaeli,5 B+,4 gün önce,,,,,,,,
google_trends_168.csv,son dakika deprem,10 B+,4 gün önce,,,,,,,,
google_trends_168.csv,berkay gezgin,1 B+,evvelsi gün,,,,,,,,
google_trends_168.csv,açık öğretim sınavları,2 B+,dün,,,,,,,,
google_trends_168.csv,üst düzey yöneticilere zam,1 B+,5 saat önce,,,,,,,,
google_trends_168.csv,cengiz ünder,2 B+,evvelsi gün,,,,,,,,
google_trends_168.csv,jhon duran gol sevinci,500+,dün,,,,,,,,
google_trends_168.csv,bayern,5 B+,6 gün önce,,,,,,,,
google_trends_168.csv,أتلتيكو مدريد ضد ريال أوفييدو,2 B+,3 gün önce,,,,,,,,
google_trends_168.csv,nuggets - mavericks,500+,dün,,,,,,,,
google_trends_168.csv,إنتر ميامي ضد نيويورك سيتي,1 B+,3 gün önce,,,,,,,,
google_trends_168.csv,kuala lumpur,200+,21 saat önce,,,,,,,,
google_trends_168.csv,مان سيتي ضد ليدز,2 B+,3 gün önce,,,,,,,,
google_trends_168.csv,lvbel c5,2 B+,3 gün önce,,,,,,,,
google_trends_168.csv,erzurum hava durumu,2 B+,dün,,,,,,,,
google_trends_168.csv,arsenal fc,5 B+,6 gün önce,,,,,,,,
google_trends_168.csv,milan,2 B+,3 gün önce,,,,,,,,
google_trends_168.csv,feyenoord - celtic,5 B+,5 gün önce,,,,,,,,
google_trends_168.csv,ليفربول ضد بي اس في,5 B+,6 gün önce,,,,,,,,
google_trends_168.csv,fatih belediyesi,1 B+,evvelsi gün,,,,,,,,
google_trends_168.csv,zayıflama kahvesi,2 B+,4 gün önce,,,,,,,,
google_trends_168.csv,osimhen oynayacak mı,1 B+,evvelsi gün,,,,,,,,
google_trends_168.csv,rc strasbourg alsace,2 B+,5 gün önce,,,,,,,,
google_trends_168.csv,lakers - mavericks,2 B+,4 gün önce,,,,,,,,
google_trends_168.csv,رايو فاليكانو ضد فالنسيا,500+,dün,,,,,,,,
google_trends_168.csv,mauro icardi,2 B+,dün,,,,,,,,
google_trends_168.csv,f,2 B+,dün,,,,,,,,
google_trends_168.csv,sadettin saran,500+,dün,,,,,,,,
google_trends_168.csv,كاس العرب,500+,dün,,,,,,,,
google_trends_168.csv,premier league,200+,16 saat önce,,,,,,,,
google_trends_168.csv,nene,1 B+,dün,,,,,,,,
google_trends_168.csv,taraf,1 B+,dün,,,,,,,,
google_trends_168.csv,cuma hutbesi konusu,10 B+,5 gün önce,,,,,,,,
google_trends_168.csv,olympiacos vs real madrid,2 B+,6 gün önce,,,,,,,,
google_trends_168.csv,mustafa cengiz,2 B+,5 gün önce,,,,,,,,
google_trends_168.csv,namaz vakitleri,5 B+,evvelsi gün,,,,,,,,
google_trends_168.csv,santos - sport recife,2 B+,4 gün önce,,,,,,,,
google_trends_168.csv,trabzon elektrik kesintisi,200+,17 saat önce,,,,,,,,
google_trends_168.csv,nesine,2 B+,dün,,,,,,,,
google_trends_168.csv,ligue 1,1 B+,3 gün önce,,,,,,,,
google_trends_168.csv,milan škriniar,1 B+,dün,,,,,,,,
google_trends_168.csv,shakhtar,500+,dün,,,,,,,,
google_trends_168.csv,arouca - braga,500+,dün,,,,,,,,
google_trends_168.csv,fenerbahçe taraftar kart,2 B+,4 gün önce,,,,,,,,
google_trends_168.csv,wilma elles,1 B+,3 gün önce,,,,,,,,
google_trends_168.csv,atletico madrid,2 B+,6 gün önce,,,,,,,,
google_trends_168.csv,kaan taşaner,500+,dün,,,,,,,,
google_trends_168.csv,teşkilat,5 B+,evvelsi gün,,,,,,,,
google_trends_168.csv,tarım bakanlığı,100+,7 saat önce,,,,,,,,
google_trends_168.csv,bayern münih,2 B+,3 gün önce,,,,,,,,
google_trends_168.csv,acıpayam,2 B+,evvelsi gün,,,,,,,,
google_trends_168.csv,موناكو ضد بي اس جي,2 B+,3 gün önce,,,,,,,,
google_trends_168.csv,koyulhisar,200+,17 saat önce,,,,,,,,
google_trends_168.csv,polat şaroğlu kimdir,500+,dün,,,,,,,,
google_trends_168.csv,mesut özil,200+,22 saat önce,,,,,,,,
google_trends_168.csv,alper potuk,1 B+,4 gün önce,,,,,,,,
google_trends_168.csv,freiburg - mainz 05,2 B+,evvelsi gün,,,,,,,,
google_trends_168.csv,crystal palace vs man united,1 B+,3 gün önce,,,,,,,,
google_trends_168.csv,derby,500+,dün,,,,,,,,
google_trends_168.csv,m. tel-aviv - lyon,2 B+,5 gün önce,,,,,,,,
google_trends_168.csv,blackburn,200+,16 saat önce,,,,,,,,
google_trends_168.csv,hyundai,2 B+,evvelsi gün,,,,,,,,
google_trends_168.csv,spor toto,1 B+,dün,,,,,,,,
google_trends_168.csv,fcsb,2 B+,5 gün önce,,,,,,,,
google_trends_168.csv,bereketli topraklar final,2 B+,evvelsi gün,,,,,,,,
google_trends_168.csv,fiorentina - aek,2 B+,5 gün önce,,,,,,,,
google_trends_168.csv,champion,1 B+,5 gün önce,,,,,,,,
google_trends_168.csv,roma - midtjylland,2 B+,5 gün önce,,,,,,,,
google_trends_168.csv,atalanta,2 B+,6 gün önce,,,,,,,,
google_trends_168.csv,keçiören elektrik kesintisi,500+,22 saat önce,,,,,,,,
google_trends_168.csv,west ham vs liverpool,1 B+,3 gün önce,,,,,,,,
google_trends_168.csv,parma - udinese,2 B+,4 gün önce,,,,,,,,
google_trends_168.csv,ترتيب الدوري الاسباني,200+,15 saat önce,,,,,,,,
google_trends_168.csv,uel,2 B+,5 gün önce,,,,,,,,
google_trends_168.csv,yunus akgün,1 B+,dün,,,,,,,,
google_trends_168.csv,münevver karabulut,1 B+,24 saat önce,,,,,,,,
google_trends_168.csv,gözleri karadeniz son bölüm,200+,15 saat önce,,,,,,,,
google_trends_168.csv,mersin hava durumu,2 B+,3 gün önce,,,,,,,,
google_trends_168.csv,club brugge - royal antwerp,1 B+,3 gün önce,,,,,,,,
google_trends_168.csv,mallorca - osasuna,2 B+,4 gün önce,,,,,,,,
google_trends_168.csv,celta - espanyol,1 B+,evvelsi gün,,,,,,,,
google_trends_168.csv,hande doğandemir,500+,18 saat önce,,,,,,,,
google_trends_168.csv,adana hava durumu,2 B+,3 gün önce,,,,,,,,
google_trends_168.csv,elenen yarışmacı masterchef kim elendi,5 B+,3 gün önce,,,,,,,,
google_trends_168.csv,gaziantep,2 B+,3 gün önce,,,,,,,,
google_trends_168.csv,weather tomorrow,5 B+,4 gün önce,,,,,,,,
google_trends_168.csv,veli kavlak,200+,17 saat önce,,,,,,,,
google_trends_168.csv,sahtekarlar dizisi,1 B+,evvelsi gün,,,,,,,,
google_trends_168.csv,chatgpt çöktü mü,200+,17 saat önce,,,,,,,,
google_trends_168.csv,aek,2 B+,5 gün önce,,,,,,,,
google_trends_168.csv,süper loto sonuçları,5 B+,evvelsi gün,,,,,,,,
google_trends_168.csv,lorient - nice,1 B+,evvelsi gün,,,,,,,,
google_trends_168.csv,nihat kahveci,200+,7 saat önce,,,,,,,,
google_trends_168.csv,hatice ünal,1 B+,4 gün önce,,,,,,,,
google_trends_168.csv,f1 standings,2 B+,evvelsi gün,,,,,,,,
google_trends_168.csv,botaş,500+,24 saat önce,,,,,,,,
google_trends_168.csv,baraj doluluk,1 B+,evvelsi gün,,,,,,,,
google_trends_168.csv,uefa konferans ligi maçları,2 B+,5 gün önce,,,,,,,,
google_trends_168.csv,weather,2 B+,4 gün önce,,,,,,,,
google_trends_168.csv,andrew garfield,200+,23 saat önce,,,,,,,,
google_trends_168.csv,brondby,500+,dün,,,,,,,,
google_trends_168.csv,samsung s26 ultra,1 B+,4 gün önce,,,,,,,,
google_trends_168.csv,flamengo,1 B+,3 gün önce,,,,,,,,
google_trends_168.csv,ريال مدريد,2 B+,6 gün önce,,,,,,,,
google_trends_168.csv,seat,200+,4 saat önce,,,,,,,,
google_trends_168.csv,fene,500+,dün,,,,,,,,
google_trends_168.csv,onedio,1 B+,dün,,,,,,,,
google_trends_168.csv,29 kasım,5 B+,4 gün önce,,,,,,,,
google_trends_168.csv,lewandowski,1 B+,16 saat önce,,,,,,,,
google_trends_168.csv,sağlık bakanlığı promosyon ödemesi,1 B+,evvelsi gün,,,,,,,,
google_trends_168.csv,hs,500+,dün,,,,,,,,
google_trends_168.csv,ege denizi,2 B+,6 gün önce,,,,,,,,
google_trends_168.csv,giresun hava durumu,1 B+,evvelsi gün,,,,,,,,
google_trends_168.csv,atlas 3i,100+,13 saat önce,,,,,,,,
google_trends_168.csv,fc midtjylland,2 B+,5 gün önce,,,,,,,,
google_trends_168.csv,valencia,500+,dün,,,,,,,,
google_trends_168.csv,inter,5 B+,6 gün önce,,,,,,,,
google_trends_168.csv,trt spor yıldız,5 B+,5 gün önce,,,,,,,,
google_trends_168.csv,tüik,1 B+,evvelsi gün,,,,,,,,
google_trends_168.csv,cem uzan,2 B+,6 gün önce,,,,,,,,
google_trends_168.csv,rina,2 B+,4 gün önce,,,,,,,,
google_trends_168.csv,hurda teşviki ötv indirimi,200+,18 saat önce,,,,,,,,
google_trends_168.csv,navalcarnero - getafe,100+,14 saat önce,,,,,,,,
google_trends_168.csv,şanlıurfaspor,1 B+,3 gün önce,,,,,,,,
google_trends_168.csv,nurselen gülaçtı,1 B+,5 gün önce,,,,,,,,
google_trends_168.csv,يوفنتوس ضد أودينيزي,200+,16 saat önce,,,,,,,,
google_trends_168.csv,lefter küçükandonyadis,1 B+,dün,,,,,,,,
google_trends_168.csv,merkezefendi belediyesi,500+,evvelsi gün,,,,,,,,
google_trends_168.csv,سوريا,500+,dün,,,,,,,,
google_trends_168.csv,aurora,1 B+,3 gün önce,,,,,,,,
google_trends_168.csv,shopify,500+,dün,,,,,,,,
google_trends_168.csv,ediz hun,1 B+,3 gün önce,,,,,,,,
google_trends_168.csv,qatar gp,1 B+,evvelsi gün,,,,,,,,
google_trends_168.csv,kopenhag fc,2 B+,6 gün önce,,,,,,,,
google_trends_168.csv,heybeliada ruhban okulu,1 B+,4 gün önce,,,,,,,,
google_trends_168.csv,bursaspor maçı,2 B+,3 gün önce,,,,,,,,
google_trends_168.csv,berk bakioğlu,2 B+,6 gün önce,,,,,,,,
google_trends_168.csv,battlefield 6 ps5,1 B+,4 gün önce,,,,,,,,
google_trends_168.csv,bitcoin,1 B+,evvelsi gün,,,,,,,,
google_trends_168.csv,بي اس جي ضد توتنهام,2 B+,6 gün önce,,,,,,,,
google_trends_168.csv,sevilla,1 B+,evvelsi gün,,,,,,,,
google_trends_168.csv,man city vs leeds united,2 B+,3 gün önce,,,,,,,,
google_trends_168.csv,sri lanka,1 B+,4 gün önce,,,,,,,,
google_trends_168.csv,abdülkerim bardakcı,500+,dün,,,,,,,,
google_trends_168.csv,girona real madrid,500+,evvelsi gün,,,,,,,,
google_trends_168.csv,lecce - torino,1 B+,3 gün önce,,,,,,,,
google_trends_168.csv,gb,500+,dün,,,,,,,,
google_trends_168.csv,schalke,1 B+,4 gün önce,,,,,,,,
google_trends_168.csv,trt 1 radyo,500+,dün,,,,,,,,
google_trends_168.csv,barnabás varga,2 B+,5 gün önce,,,,,,,,
google_trends_168.csv,kızılcık şerbeti 116 bölüm,1 B+,4 gün önce,,,,,,,,
google_trends_168.csv,muslera,1 B+,dün,,,,,,,,
google_trends_168.csv,kıck,1 B+,3 gün önce,,,,,,,,
google_trends_168.csv,fenerbahçe forması,500+,dün,,,,,,,,
google_trends_168.csv,nuggets - spurs,1 B+,4 gün önce,,,,,,,,
google_trends_168.csv,balıkesirspor,500+,evvelsi gün,,,,,,,,
google_trends_168.csv,vitinha,2 B+,6 gün önce,,,,,,,,
google_trends_168.csv,ikizler burcu haftalık burç yorumu,500+,evvelsi gün,,,,,,,,
google_trends_168.csv,a spor canlı,2 B+,5 gün önce,,,,,,,,
google_trends_168.csv,grand theft auto vi,500+,dün,,,,,,,,
google_trends_168.csv,jurasek,500+,evvelsi gün,,,,,,,,
google_trends_168.csv,trt 1 canli,2 B+,4 gün önce,,,,,,,,
google_trends_168.csv,seray kaya,2 B+,4 gün önce,,,,,,,,
google_trends_168.csv,وضعیت هوای فردا,2 B+,3 gün önce,,,,,,,,
google_trends_168.csv,suns - nuggets,500+,3 gün önce,,,,,,,,
google_trends_168.csv,ليفانتي ضد أتلتيك بيلباو,1 B+,3 gün önce,,,,,,,,
google_trends_168.csv,çanakkale hava durumu,2 B+,5 gün önce,,,,,,,,
google_trends_168.csv,brighton,500+,evvelsi gün,,,,,,,,
google_trends_168.csv,trt canlı yayın,2 B+,4 gün önce,,,,,,,,
google_trends_168.csv,آرسنال ضد البايرن,2 B+,6 gün önce,,,,,,,,
google_trends_168.csv,elektrik kesintisi,2 B+,dün,,,,,,,,
google_trends_168.csv,panathinaikos - sturm graz,1 B+,5 gün önce,,,,,,,,
google_trends_168.csv,vasco da gama - internacional,500+,4 gün önce,,,,,,,,
google_trends_168.csv,guinness rekorlar kitabı,1 B+,evvelsi gün,,,,,,,,
google_trends_168.csv,yalla shoot,500+,dün,,,,,,,,
google_trends_168.csv,icardi,500+,dün,,,,,,,,
google_trends_168.csv,lennart karl,2 B+,6 gün önce,,,,,,,,
google_trends_168.csv,gfk,1 B+,3 gün önce,,,,,,,,
google_trends_168.csv,ardahan hava durumu,200+,dün,,,,,,,,
google_trends_168.csv,valencia fc,500+,dün,,,,,,,,
google_trends_168.csv,osmaniye hava durumu,500+,3 gün önce,,,,,,,,
google_trends_168.csv,serdar dursun,500+,dün,,,,,,,,
google_trends_168.csv,nk celje,1 B+,5 gün önce,,,,,,,,
google_trends_168.csv,slovan bratislava - rayo vallecano,2 B+,5 gün önce,,,,,,,,
google_trends_168.csv,1 lig puan durumu,1 B+,4 gün önce,,,,,,,,
google_trends_168.csv,feyenoord,1 B+,5 gün önce,,,,,,,,
google_trends_168.csv,nba en uzun oyuncusu,1 B+,evvelsi gün,,,,,,,,
google_trends_168.csv,أتلتيكو مدريد ضد الإنتر,1 B+,6 gün önce,,,,,,,,
google_trends_168.csv,flight radar,200+,19 saat önce,,,,,,,,
google_trends_168.csv,ulaş tuna astepe,2 B+,4 gün önce,,,,,,,,
google_trends_168.csv,melisa döngel,500+,3 gün önce,,,,,,,,
google_trends_168.csv,ibo aslan,200+,dün,,,,,,,,
google_trends_168.csv,kayseri hava durumu,1 B+,evvelsi gün,,,,,,,,
google_trends_168.csv,859 da kurulan yükseköğretim kurumu,1 B+,evvelsi gün,,,,,,,,
google_trends_168.csv,frankfurt,1 B+,6 gün önce,,,,,,,,
google_trends_168.csv,midtjylland - nordsjælland,500+,evvelsi gün,,,,,,,,
google_trends_168.csv,paul dano,100+,5 saat önce,,,,,,,,
google_trends_168.csv,warriors - pelicans,500+,3 gün önce,,,,,,,,
google_trends_168.csv,жирона – реал мадрид,500+,evvelsi gün,,,,,,,,
google_trends_168.csv,hertha berlin,200+,20 saat önce,,,,,,,,
google_trends_168.csv,cyber monday,500+,evvelsi gün,,,,,,,,
google_trends_168.csv,güzide duran,1 B+,evvelsi gün,,,,,,,,
google_trends_168.csv,blaj,200+,20 saat önce,,,,,,,,
google_trends_168.csv,الأهلي ضد القادسية,1 B+,4 gün önce,,,,,,,,
google_trends_168.csv,البايرن ضد سانت باولي,1 B+,3 gün önce,,,,,,,,
google_trends_168.csv,trt 1 yayın akışı,2 B+,evvelsi gün,,,,,,,,
google_trends_168.csv,بيزا ضد الإنتر,500+,evvelsi gün,,,,,,,,
google_trends_168.csv,btc usd,500+,evvelsi gün,,,,,,,,
google_trends_168.csv,forza horizon 6,500+,4 gün önce,,,,,,,,
google_trends_168.csv,paok,1 B+,5 gün önce,,,,,,,,
google_trends_168.csv,fethiye hava durumu,1 B+,4 gün önce,,,,,,,,
google_trends_168.csv,sport,500+,dün,,,,,,,,
google_trends_168.csv,40 bölüm fragmanı uzak şehir,100+,20 saat önce,,,,,,,,
google_trends_168.csv,real madrid maçları,500+,evvelsi gün,,,,,,,,
google_trends_168.csv,jacob elordi,200+,23 saat önce,,,,,,,,
google_trends_168.csv,işkur personel alımı,1 B+,5 gün önce,,,,,,,,
google_trends_168.csv,roma fc,500+,evvelsi gün,,,,,,,,
google_trends_168.csv,gabon,200+,dün,,,,,,,,
google_trends_168.csv,airbus,500+,4 gün önce,,,,,,,,
google_trends_168.csv,الاتحاد ضد الشباب,500+,3 gün önce,,,,,,,,
google_trends_168.csv,stuttgart,500+,evvelsi gün,,,,,,,,
google_trends_168.csv,şırnak üniversitesi,500+,evvelsi gün,,,,,,,,
google_trends_168.csv,atv müge anlı canlı yayın,2 B+,6 gün önce,,,,,,,,
google_trends_168.csv,álex baena,100+,16 saat önce,,,,,,,,
google_trends_168.csv,selena,200+,dün,,,,,,,,
google_trends_168.csv,thanksgiving,1 B+,6 gün önce,,,,,,,,
google_trends_168.csv,mgm,1 B+,evvelsi gün,,,,,,,,
google_trends_168.csv,trt radyo 1 dinle,500+,dün,,,,,,,,
google_trends_168.csv,ava yaman,5 B+,4 gün önce,,,,,,,,
google_trends_168.csv,süper lig gol krallığı,1 B+,3 gün önce,,,,,,,,
google_trends_168.csv,kardeş takımı,500+,3 gün önce,,,,,,,,
google_trends_168.csv,battlefield 6,500+,4 gün önce,,,,,,,,
google_trends_168.csv,bülent uygun,200+,evvelsi gün,,,,,,,,
google_trends_168.csv,al kholood - al-khaleej,1 B+,4 gün önce,,,,,,,,
google_trends_168.csv,adalet bakanlığı,200+,24 saat önce,,,,,,,,
google_trends_168.csv,twente,500+,evvelsi gün,,,,,,,,
google_trends_168.csv,tff puan durumu,200+,dün,,,,,,,,
google_trends_168.csv,rangers - braga,1 B+,5 gün önce,,,,,,,,
google_trends_168.csv,clash royale store,1 B+,4 gün önce,,,,,,,,
google_trends_168.csv,irfan balioğlu,200+,evvelsi gün,,,,,,,,
google_trends_168.csv,muşspor,1 B+,4 gün önce,,,,,,,,
google_trends_168.csv,giresunspor,500+,evvelsi gün,,,,,,,,
google_trends_168.csv,timberwolves - celtics,500+,3 gün önce,,,,,,,,
google_trends_168.csv,müge boz,200+,evvelsi gün,,,,,,,,
google_trends_168.csv,kuzey kore,500+,evvelsi gün,,,,,,,,
google_trends_168.csv,neslihan arslan,500+,3 gün önce,,,,,,,,
google_trends_168.csv,regaip kandili ne zaman,2 B+,evvelsi gün,,,,,,,,
google_trends_168.csv,نادي برشلونة,100+,15 saat önce,,,,,,,,
google_trends_168.csv,tar,500+,dün,,,,,,,,
google_trends_168.csv,epic games çöktü mü,2 B+,6 gün önce,,,,,,,,
google_trends_168.csv,rennes,1 B+,4 gün önce,,,,,,,,
google_trends_168.csv,djiku,500+,4 gün önce,,,,,,,,
google_trends_168.csv,ismail hacıoğlu,500+,dün,,,,,,,,
google_trends_168.csv,genoa - verona,500+,3 gün önce,,,,,,,,
google_trends_168.csv,as roma,1 B+,5 gün önce,,,,,,,,
google_trends_168.csv,stranger things season 5,1 B+,6 gün önce,,,,,,,,
google_trends_168.csv,فاتح كاراجومروك ضد بشكتاش,500+,evvelsi gün,,,,,,,,
google_trends_168.csv,f1 vote,1 B+,evvelsi gün,,,,,,,,
google_trends_168.csv,msb,500+,5 gün önce,,,,,,,,
google_trends_168.csv,bushido,500+,evvelsi gün,,,,,,,,
google_trends_168.csv,ufuk akçiğit,1 B+,5 gün önce,,,,,,,,
google_trends_168.csv,airbus a320,500+,4 gün önce,,,,,,,,
google_trends_168.csv,nevşehir hava durumu,500+,3 gün önce,,,,,,,,
google_trends_168.csv,veliaht 11 bölüm,500+,5 gün önce,,,,,,,,
google_trends_168.csv,claude,200+,20 saat önce,,,,,,,,
google_trends_168.csv,pl,100+,16 saat önce,,,,,,,,
google_trends_168.csv,juve,1 B+,3 gün önce,,,,,,,,
google_trends_168.csv,süper lig sıralama,200+,dün,,,,,,,,
google_trends_168.csv,açlık oyunları,500+,3 gün önce,,,,,,,,
google_trends_168.csv,tv izle,2 B+,5 gün önce,,,,,,,,
google_trends_168.csv,balıkesir hava durumu,1 B+,4 gün önce,,,,,,,,
google_trends_168.csv,bologna - rb salzburg,500+,5 gün önce,,,,,,,,
google_trends_168.csv,ميلان ضد لاتسيو,500+,3 gün önce,,,,,,,,
google_trends_168.csv,vs,1 B+,5 gün önce,,,,,,,,
google_trends_168.csv,clippers - mavericks,200+,3 gün önce,,,,,,,,
google_trends_168.csv,zeki yavru,1 B+,5 gün önce,,,,,,,,
google_trends_168.csv,cameron diaz,500+,4 gün önce,,,,,,,,
google_trends_168.csv,stranger things eddie,1 B+,5 gün önce,,,,,,,,
google_trends_168.csv,thunder - suns,500+,4 gün önce,,,,,,,,
google_trends_168.csv,fiorentina,500+,evvelsi gün,,,,,,,,
google_trends_168.csv,ara tatil ne zaman,1 B+,evvelsi gün,,,,,,,,
google_trends_168.csv,76ers - hawks,200+,evvelsi gün,,,,,,,,
google_trends_168.csv,bet like,2 B+,6 gün önce,,,,,,,,
google_trends_168.csv,hava durumu van,100+,dün,,,,,,,,
google_trends_168.csv,twente - az,500+,evvelsi gün,,,,,,,,
google_trends_168.csv,serenay sarıkaya,500+,4 gün önce,,,,,,,,
google_trends_168.csv,emre altuğ,1 B+,4 gün önce,,,,,,,,
google_trends_168.csv,pompeii,500+,evvelsi gün,,,,,,,,
google_trends_168.csv,civil,2 B+,5 gün önce,,,,,,,,
google_trends_168.csv,safiye soyman,1 B+,4 gün önce,,,,,,,,
google_trends_168.csv,paul walker,200+,3 gün önce,,,,,,,,
google_trends_168.csv,yedi kocalı hürmüz,500+,3 gün önce,,,,,,,,
google_trends_168.csv,ogm personel alımı,500+,evvelsi gün,,,,,,,,
google_trends_168.csv,stuttgart fc,500+,evvelsi gün,,,,,,,,
google_trends_168.csv,s sport plus izle,500+,evvelsi gün,,,,,,,,
google_trends_168.csv,laliga,500+,evvelsi gün,,,,,,,,
google_trends_168.csv,aydın hava durumu,1 B+,4 gün önce,,,,,,,,
google_trends_168.csv,ester exposito,200+,dün,,,,,,,,
google_trends_168.csv,eskişehirspor,500+,3 gün önce,,,,,,,,
google_trends_168.csv,ajax maçı,200+,evvelsi gün,,,,,,,,
google_trends_168.csv,evrim akın açıklama,1 B+,4 gün önce,,,,,,,,
google_trends_168.csv,arjantin,500+,6 gün önce,,,,,,,,
google_trends_168.csv,الهلال ضد الفتح,500+,3 gün önce,,,,,,,,
google_trends_168.csv,maraş çöreği,200+,dün,,,,,,,,
google_trends_168.csv,fizyoloji ve tıp nobel ödülleri hangi hayvan,500+,evvelsi gün,,,,,,,,
google_trends_168.csv,raphinha,100+,16 saat önce,,,,,,,,
google_trends_168.csv,keita,1 B+,5 gün önce,,,,,,,,
google_trends_168.csv,union berlin - heidenheim,500+,3 gün önce,,,,,,,,
google_trends_168.csv,indiana jones,500+,3 gün önce,,,,,,,,
google_trends_168.csv,osmangazi belediyesi,200+,evvelsi gün,,,,,,,,
google_trends_168.csv,uşak hava durumu,1 B+,4 gün önce,,,,,,,,
google_trends_168.csv,izmir elektrik kesintisi,500+,evvelsi gün,,,,,,,,
google_trends_168.csv,samsun haber,200+,evvelsi gün,,,,,,,,
google_trends_168.csv,kırıkkale hava durumu,200+,3 gün önce,,,,,,,,
google_trends_168.csv,барселона – алавес,500+,3 gün önce,,,,,,,,
google_trends_168.csv,timberwolves - spurs,200+,evvelsi gün,,,,,,,,
google_trends_168.csv,beyaz saray,1 B+,6 gün önce,,,,,,,,
google_trends_168.csv,aöf,2 B+,5 gün önce,,,,,,,,
google_trends_168.csv,lille,1 B+,5 gün önce,,,,,,,,
google_trends_168.csv,taylor swift,200+,4 gün önce,,,,,,,,
google_trends_168.csv,futbol,200+,dün,,,,,,,,
google_trends_168.csv,ahmet kural,200+,evvelsi gün,,,,,,,,
google_trends_168.csv,sabiha gökçen,500+,evvelsi gün,,,,,,,,
google_trends_168.csv,nico paz,500+,4 gün önce,,,,,,,,
google_trends_168.csv,bese hozat,100+,dün,,,,,,,,
google_trends_168.csv,olympique lyonnais,500+,5 gün önce,,,,,,,,
google_trends_168.csv,luiz gustavo,500+,4 gün önce,,,,,,,,
google_trends_168.csv,izsu su kesintisi,500+,3 gün önce,,,,,,,,
google_trends_168.csv,real sociedad,200+,evvelsi gün,,,,,,,,
